ISO3,Country,Dataset,Source,Type,TypeDetail,Access,TemporalStart,TemporalEnd,Frequency,Coverage,URL,Resolution,Quality,Notes,APIAvailable,Origins
IRQ,Iraq,Planet Labs,,SATELLITE IMAGERY (COMMERCIAL),,Commercial/Purchase,Daily coverage (PlanetScope),,Daily,Daily global coverage unique advantage. Lower resolution than Maxar/Airbus but frequent revisit valuable for monitoring. Iraq coverage available[56][52],https://www.planet.com/,Daily global coverage unique advantage. Lower resolution than Maxar/Airbus but frequent revisit valuable for monitoring. Iraq coverage available[56][52],3,,Yes - Planet API,TIER1_BEST_DATASETS.csv
IRQ,Iraq,QADIS Survey Archaeological Database,University of Bologna / State Board of Antiquities and Heritage (SBAH),SPECIAL DATASETS FOR IRAQ,,Academic/Research request,2016-2019 survey,,Static (project completed),Site-level (558 sites in southern Iraq),,Site-level (558 sites in southern Iraq),3,,No,TIER1_BEST_DATASETS.csv
IRQ,Iraq,Sentinel-2,"Best free multispectral imagery. Excellent for baseline mapping, change detection, vegetation analysis. 13 spectral bands. Essential free resource[10]",SATELLITE IMAGERY (COMMERCIAL),,Yes - Copernicus Open Access Hub API,2015-present,,5-day revisit (both satellites),"10m (visible/NIR), 20m (red edge/SWIR)",https://scihub.copernicus.eu/,"10m (visible/NIR), 20m (red edge/SWIR)",3,,,TIER1_BEST_DATASETS.csv
IRQ,Iraq,Sentinel-2 Land Cover Classification,,LAND COVER / LAND USE,,Yes - Copernicus Open Access Hub API,2015-present,,Continuous (5-day revisit),10m-20m,https://scihub.copernicus.eu/,10m-20m,3,,,TIER1_BEST_DATASETS.csv
IRQ,Iraq,TomTom,,INFRASTRUCTURE - ROADS,,Commercial/Purchase,Current,,Quarterly,Sub-meter to 5m accuracy,https://www.tomtom.com/,Sub-meter to 5m accuracy,3,,Yes - TomTom Maps API,TIER1_BEST_DATASETS.csv
IRQ,Iraq,Tribal/Indigenous Lands,,SPECIAL DATASETS FOR IRAQ,,Limited documentation,,,,Traditional tribal boundaries not formally mapped in open GIS databases. Local stakeholder engagement essential,,,3,,,TIER1_BEST_DATASETS.csv
IRQ,Iraq,UNESCO World Heritage Sites,UNESCO / UNOSAT,SPECIAL DATASETS FOR IRAQ,,Free/Open,,,,Official boundaries for World Heritage Sites. Damage assessments available[60][21],https://whc.unesco.org/,,3,,,TIER1_BEST_DATASETS.csv
IRQ,Iraq,USGS Iraq Geologic/Petroleum Provinces,Based on multiple sources,GEOLOGY / SOIL,,Free/Open,,,Static,"1:5,000,000 regional scale",https://catalog.data.gov/dataset/?tags=republic-of-iraq,"1:5,000,000 regional scale",3,,No,TIER1_BEST_DATASETS.csv
IRQ,Iraq,World Bank Climate Change Knowledge Portal - Iraq,World Bank (uses ERA5 data),CLIMATE / WEATHER,,Free/Open,1950-2023 historical; projections to 2100,,Annual,25km (ERA5-based),https://climateknowledgeportal.worldbank.org/country/iraq/,25km (ERA5-based),5,,Yes - data download available,TIER1_BEST_DATASETS.csv
IRQ,Iraq,World Bank Iraq Seismic Hazard Assessment,World Bank,SPECIAL DATASETS FOR IRAQ,,World Bank documents (free),,,,"Includes seismic hazard zones and landslide hazard maps for Iraq. Important for pipeline routing in seismically active areas (Kurdistan, Zagros Mountains)[62]",https://documents.worldbank.org/,,3,,,TIER1_BEST_DATASETS.csv
IRQ,Iraq,World Database on Protected Areas,UNEP-WCMC,PROTECTED AREAS / ENVIRONMENTAL,,Free/Open,"Current (as of May 2021, 23 PAs; updated September 2025)",,Monthly,Polygon and point features,https://www.protectedplanet.net/country/IRQ,Polygon and point features,4,,Yes - via Protected Planet API,TIER1_BEST_DATASETS.csv
IRQ,Iraq,WorldClim v2.1,,CLIMATE / WEATHER,,Free/Open,"1970-2000 (historical), future projections available",,Major updates every few years,"High-resolution interpolated climate surfaces (temperature, precipitation, bioclimatic variables). Widely used for spatial modeling[40]",https://www.worldclim.org/,"High-resolution interpolated climate surfaces (temperature, precipitation, bioclimatic variables). Widely used for spatial modeling[40]",3,,No (direct download),TIER1_BEST_DATASETS.csv
IRQ,Iraq,WorldPop Iraq,WorldPop / University of Southampton,POPULATION / DEMOGRAPHICS,,Free/Open,2000-2020 (annual),,Annual updates,HIGHEST QUALITY population dataset for Iraq. Provides population counts and density adjusted to UNPD estimates. UN-backed. Both top-down (census-based) and bottom-up (building/settlement) approaches[47][48][49][50][51],https://hub.worldpop.org/geodata/listing?id=29,,5,,Yes - via FTP and Google Earth Engine,TIER1_BEST_DATASETS.csv
ITA,Italy,"Airbus (Pléiades, SPOT) - Commercial",Airbus Defence and Space,SATELLITE IMAGERY,,Commercial/Purchase,"Extensive archive, tasking available",,On-demand,"50cm (Pléiades), 1.5m (SPOT 6/7)",https://oneatlas.airbus.com,"50cm (Pléiades), 1.5m (SPOT 6/7)",3,,Yes,TIER1_BEST_DATASETS.csv
ITA,Italy,Archaeological Sites Database,Italian Ministry of Culture (MiC) - Geoportale Nazionale per l'Archeologia (GNA),SPECIAL DATASETS FOR ITALY,,Restricted/Requires request - publicly viewable but full GIS data requires formal request,Current - consolidates historical and modern archaeological data,,Continuous updates,Site-level polygon and point data,,Site-level polygon and point data,5,,Limited,TIER1_BEST_DATASETS.csv
ITA,Italy,"CARG Project - Geological Map of Italy 1:50,000",ISPRA (Istituto Superiore per la Protezione e la Ricerca Ambientale),GEOLOGY / SOIL,,"Open/Free for raster maps, limited access to raw data; printed sheets available for purchase","Ongoing since 1988, 257 sheets completed (~40% coverage) as of current data",,Continuous production of new sheets,"1:50,000 scale with 1:25,000 database, derived from 1:10,000 field surveys",https://www.isprambiente.gov.it/en/projects/soil-and-territory/carg-project-geologic-and-geothematic-cartography,"1:50,000 scale with 1:25,000 database, derived from 1:10,000 field surveys",5,,Yes,TIER1_BEST_DATASETS.csv
ITA,Italy,Copernicus DEM,European Space Agency / Copernicus Programme,ELEVATION/TERRAIN (DEM),,Open/Free,Current (based on 2011-2015 data),,Stable baseline,High-quality global DSM (Digital Surface Model) representing Earth's surface including buildings and vegetation. Good coverage but lower resolution than TINITALY for Italy.[3],https://dataspace.copernicus.eu,,3,,Yes,TIER1_BEST_DATASETS.csv
ITA,Italy,CORINE Land Cover,"ISPRA (Istituto Superiore per la Protezione e la Ricerca Ambientale) for Italy, coordinated by European Environment Agency",LAND COVER / LAND USE,,Open/Free,"1990, 2000, 2006, 2012, 2018 reference years",,Every 6 years,"1:100,000 scale, 25 hectares minimum mapping unit (approximately 100m)",https://indicatoriambientali.isprambiente.it/en/land-use/land-use,"1:100,000 scale, 25 hectares minimum mapping unit (approximately 100m)",4,,Yes,TIER1_BEST_DATASETS.csv
ITA,Italy,DBSN - Database di Sintesi Nazionale,IGM (Istituto Geografico Militare - Italian Military Geographic Institute),INFRASTRUCTURE - ROADS,,Open/Free - Released as open data,Recent (updated periodically),,Periodic,"High resolution (1:10,000 to 1:25,000 scale equivalent)",,"High resolution (1:10,000 to 1:25,000 scale equivalent)",3,,Limited,TIER1_BEST_DATASETS.csv
ITA,Italy,Earthquake-Induced Landslide Database,INGV,SPECIAL DATASETS FOR ITALY,,Open/Free,"117 B.C. to 1997 - 1,058 landslides from 140 earthquake sequences",,Stable historical database,Point locations with accuracy classifications,https://doi.org/10.13127/cfti/landslides,Point locations with accuracy classifications,3,,Limited,TIER1_BEST_DATASETS.csv
ITA,Italy,ERA5 Reanalysis,ECMWF / Copernicus Climate Change Service,CLIMATE / WEATHER,,Open/Free,"1940-present, hourly data",,"Continuous updates, 5-day lag",31km (0.25° x 0.25°),https://cds.climate.copernicus.eu,31km (0.25° x 0.25°),5,,Yes,TIER1_BEST_DATASETS.csv
ITA,Italy,ESA WorldCover,European Space Agency,LAND COVER / LAND USE,,Open/Free,"2020, 2021",,Annual,10m,,10m,5,,Yes,TIER1_BEST_DATASETS.csv
ITA,Italy,EUAP - Elenco Ufficiale Aree Protette,ISPRA and Italian Ministry of Environment,PROTECTED AREAS / ENVIRONMENTAL,,Open/Free,Current - 843 terrestrial protected areas as of 2024,,Annual updates,Polygon boundaries at detailed scale,https://data.europa.eu,Polygon boundaries at detailed scale,4,,Yes,TIER1_BEST_DATASETS.csv
ITA,Italy,FAO Harmonized World Soil Database,FAO/IIASA/ISRIC,GEOLOGY / SOIL,,Open/Free,"Based on multiple sources, current version 1.2 (version 2.0 now available)",,Periodic major releases,30 arc-second (~1km),https://www.fao.org/soils-portal/data-hub/soil-maps-and-databases/harmonized-world-soil-database-v12/en/,30 arc-second (~1km),4,,Limited,TIER1_BEST_DATASETS.csv
ITA,Italy,GADM,GADM project,ADMINISTRATIVE BOUNDARIES,,Open/Free for non-commercial use,Current version (continuously updated),,Periodic releases,Multiple administrative levels,https://gadm.org,Multiple administrative levels,3,,Limited,TIER1_BEST_DATASETS.csv
ITA,Italy,"Geological Map of Italy 1:100,000",ISPRA,GEOLOGY / SOIL,,Open/Free,"1877-1976, 277 sheets plus 132 second edition",,Superseded by CARG project,"1:100,000 scale",https://www.isprambiente.gov.it,"1:100,000 scale",3,,Yes,TIER1_BEST_DATASETS.csv
ITA,Italy,GeoNames,GeoNames,ADMINISTRATIVE BOUNDARIES,,Open/Free - Creative Commons,Current,,Continuous community updates,All administrative levels (ADM1-ADM3),https://www.geonames.org,All administrative levels (ADM1-ADM3),4,,Yes,TIER1_BEST_DATASETS.csv
ITA,Italy,Global Surface Water Explorer,European Commission Joint Research Centre,HYDROLOGY / WATER,,Open/Free,1984-present,,Annual updates,30m,https://global-surface-water.appspot.com,30m,5,,Yes,TIER1_BEST_DATASETS.csv
ITA,Italy,Hydrogeological Risk Maps,ISPRA and Regional Basin Authorities,SPECIAL DATASETS FOR ITALY,,Open/Free through ISPRA and regional portals,Current,,Regular updates after major events,Basin-scale to detailed local assessments,https://www.isprambiente.gov.it,Basin-scale to detailed local assessments,3,,Limited,TIER1_BEST_DATASETS.csv
ITA,Italy,ISPRA National Hydrological Information System,ISPRA,HYDROLOGY / WATER,,"Open/Free for most data, some require request","Historical data from 1920s-1940s (Publication No. 14), modern monitoring current",,Daily observations for monitoring network,"Variable, includes 1km grid for hydrological balance",https://www.isprambiente.gov.it/en/databases/inland-waters,"Variable, includes 1km grid for hydrological balance",4,,Yes,TIER1_BEST_DATASETS.csv
ITA,Italy,ISTAT Administrative Boundaries,ISTAT (Istituto Nazionale di Statistica),ADMINISTRATIVE BOUNDARIES,,Open/Free,"Current, updated for administrative changes",,As administrative changes occur,"Municipality level (8,092 municipalities), province (107), and region (20) levels",https://www.istat.it,"Municipality level (8,092 municipalities), province (107), and region (20) levels",5,,Limited,TIER1_BEST_DATASETS.csv
ITA,Italy,ISTAT Census Data,ISTAT (Istituto Nazionale di Statistica),POPULATION / DEMOGRAPHICS,,Open/Free,"Regular census years, continuous demographic monitoring",,"Quarterly demographic indicators, decennial census","Official authoritative demographic data for Italy. Population 58.9 million (2024), comprehensive statistics on population density, distribution, age structure, urbanization. Essential for understandin",https://www.istat.it/en/statistical-themes/population/population-and-households/,,4,,Limited,TIER1_BEST_DATASETS.csv
ITA,Italy,Italian Meteorological Service Data,ISPRA (coordinates National Hydrological Services),CLIMATE / WEATHER,,Open/Free for most data,"Historical from 1920s, continuous modern monitoring",,"Daily observations, monthly derived products",Point stations and 1km gridded products,https://www.isprambiente.gov.it/en/databases/climate-and-meteo-2/weather,Point stations and 1km gridded products,4,,Yes,TIER1_BEST_DATASETS.csv
ITA,Italy,Italian National Land Cover and Land Use Map,ISPRA,LAND COVER / LAND USE,,Open/Free,2023,,Periodic,Higher geometric resolution than CORINE (100 m² vs. 25 hectares),https://www.isprambiente.gov.it,Higher geometric resolution than CORINE (100 m² vs. 25 hectares),3,,Limited,TIER1_BEST_DATASETS.csv
ITA,Italy,Italian Soil Information System,Italian National Research Council / Agricultural agencies,GEOLOGY / SOIL,,Open/Free,Current,,Periodic,"1:500,000 scale (soil regions), 1:500,000 (soil systems)",https://zenodo.org/records/7085005,"1:500,000 scale (soil regions), 1:500,000 (soil systems)",4,,Limited,TIER1_BEST_DATASETS.csv
ITA,Italy,LandScan,Oak Ridge National Laboratory (US),POPULATION / DEMOGRAPHICS,,Free with registration,Annual updates,,Annual,High-quality ambient population distribution (24-hour average). Good for Italy but WorldPop provides higher resolution.,https://landscan.ornl.gov,,3,,Limited,TIER1_BEST_DATASETS.csv
ITA,Italy,Landslide Inventory,ISPRA,SPECIAL DATASETS FOR ITALY,,Open/Free,Historical to present,,Periodic updates,Individual landslide polygons,https://www.isprambiente.gov.it,Individual landslide polygons,4,,Limited,TIER1_BEST_DATASETS.csv
ITA,Italy,Maxar (WorldView/GeoEye) - Commercial,Maxar Technologies,SATELLITE IMAGERY,,Commercial/Purchase - expensive,"Extensive archive, on-demand tasking",,On-demand and frequent area-of-interest updates,"30-50cm (panchromatic), 1.2-2m (multispectral)",https://www.maxar.com,"30-50cm (panchromatic), 1.2-2m (multispectral)",5,,Yes,TIER1_BEST_DATASETS.csv
ITA,Italy,Military Zones and Restricted Areas,Italian Ministry of Defense,SPECIAL DATASETS FOR ITALY,,Restricted - requires security clearance or formal request,Current,,As needed,Polygon boundaries,,Polygon boundaries,3,,,TIER1_BEST_DATASETS.csv
ITA,Italy,National Pipeline Registry Data,Italian government agencies (Ministry of Economic Development / Energy authorities),INFRASTRUCTURE - PIPELINES,,Restricted - Requires formal request and justification,,,,Official pipeline data exists but access is heavily restricted due to security concerns.,,,3,,,TIER1_BEST_DATASETS.csv
ITA,Italy,OpenInfraMap / OpenStreetMap Utilities,OpenStreetMap community,"INFRASTRUCTURE - UTILITIES (Power, Telecom)",,Open/Free,Current,,Continuous,Variable,https://openinframap.org,Variable,4,,Yes,TIER1_BEST_DATASETS.csv
ITA,Italy,OpenStreetMap Italy,OpenStreetMap Foundation,INFRASTRUCTURE - ROADS,,Open/Free - ODbL license,"Current, continuously updated",,Real-time/continuous,"Variable, generally very detailed",https://www.openstreetmap.org,"Variable, generally very detailed",5,,Yes,TIER1_BEST_DATASETS.csv
ITA,Italy,OpenStreetMap Pipelines,OpenStreetMap Foundation,INFRASTRUCTURE - PIPELINES,,Open/Free,Current,,Continuous,Variable,https://www.openstreetmap.org,Variable,4,,Yes,TIER1_BEST_DATASETS.csv
ITA,Italy,OpenStreetMap Railways,OpenStreetMap Foundation,INFRASTRUCTURE - RAILWAYS,,Open/Free,Current,,Continuous,Detailed,https://www.openstreetmap.org,Detailed,3,,Yes,TIER1_BEST_DATASETS.csv
ITA,Italy,Planet Labs - Commercial,Planet Labs,SATELLITE IMAGERY,,Commercial/Purchase - subscription model,Daily global coverage since 2016,,Daily (PlanetScope constellation),"3m (PlanetScope daily), 50cm (SkySat)",https://www.planet.com,"3m (PlanetScope daily), 50cm (SkySat)",3,,Yes,TIER1_BEST_DATASETS.csv
ITA,Italy,RFI (Rete Ferroviaria Italiana) Network Data,RFI - Italian Railway Infrastructure Manager,INFRASTRUCTURE - RAILWAYS,,"Restricted - Available through Network Statement publications, detailed GIS data requires formal request","Current - manages 16,751 km of network",,Regular updates,Detailed infrastructure data,https://www.rfi.it/en.html,Detailed infrastructure data,3,,No,TIER1_BEST_DATASETS.csv
ITA,Italy,Seismic Hazard Maps and Zones,INGV (Istituto Nazionale di Geofisica e Vulcanologia),SPECIAL DATASETS FOR ITALY,,Open/Free,"Current - MPS04 model released 2004-2006, updates under development",,Major updates every 10-15 years,"Grid-based hazard maps, municipal-level seismic zones",https://esse1-gis.mi.ingv.it,"Grid-based hazard maps, municipal-level seismic zones",5,,Limited,TIER1_BEST_DATASETS.csv
ITA,Italy,Sentinel-2,European Space Agency / Copernicus Programme,SATELLITE IMAGERY,,Open/Free,"2015-present, constellation provides 5-day revisit (each satellite 10 days)",,5-day revisit with two satellites,"10m (visible and NIR), 20m (red edge and SWIR), 60m (atmospheric)",https://dataspace.copernicus.eu,"10m (visible and NIR), 20m (red edge and SWIR), 60m (atmospheric)",5,,Yes,TIER1_BEST_DATASETS.csv
